1,1,159,191,1,29517,2022-11-11 01:50:59
2,1,110,250,4,33839,
3,1,98,173,3,7389,
4,1,78,73,4,4350,
5,1,178,78,4,45226,
6,2,139,3,1,17000,
7,2,6,52,2,13994,2023-01-27 00:34:07
8,2,95,165,3,53500,2023-01-30 04:34:07
9,3,7,557,2,34639,2023-10-29 14:36:12
10,3,33,279,3,18713,2023-10-29 05:36:12
11,3,68,243,2,39875,2023-11-02 06:36:12
12,4,140,159,2,9799,
13,4,73,150,2,46036,
14,4,80,524,2,12148,2022-08-14 07:49:39
15,4,66,85,3,13322,2022-08-15 22:49:39
16,4,84,71,2,36755,
17,5,80,530,4,11759,2023-10-13 01:00:11
18,5,149,183,2,17098,2023-10-09 11:00:11
19,5,166,39,2,9114,
20,5,158,443,1,35304,2023-10-05 07:00:11
21,6,17,352,4,54747,2024-09-30 03:57:20
22,7,113,182,1,46293,2022-06-06 21:29:40
23,8,112,87,2,41283,2022-06-21 10:20:19
24,8,76,312,3,13301,2022-06-23 17:20:19
25,8,165,55,2,48545,2022-06-24 16:20:19
26,9,146,470,1,5486,2023-09-11 23:18:32
27,9,8,183,3,48910,2023-09-13 17:18:32
28,9,78,255,1,3568,
29,9,144,135,1,28547,
30,9,158,78,3,32007,2023-09-17 17:18:32
31,10,55,160,2,420,2022-05-07 02:25:44
32,10,64,374,4,36711,2022-05-12 20:25:44
33,10,109,571,3,12862,
34,10,174,135,3,18912,2022-05-13 13:25:44
35,11,156,8,2,42638,2024-04-18 19:48:55
36,11,85,456,4,46117,2024-04-12 00:48:55
37,11,17,144,4,58287,2024-04-20 21:48:55
38,11,157,183,2,4167,2024-04-16 03:48:55
39,11,142,304,4,46465,
40,12,158,459,4,34997,2024-07-20 16:50:48
41,13,77,19,3,3753,2023-05-01 16:25:20
42,13,39,174,3,4143,2023-05-04 08:25:20
43,13,144,455,1,35817,2023-05-06 20:25:20
44,14,176,276,3,46207,2022-07-12 11:29:54
45,14,173,138,3,33882,2022-07-07 06:29:54
46,15,21,324,3,42433,
47,15,104,74,4,31529,
48,15,57,323,3,25333,2024-07-29 18:51:41
49,16,61,188,2,2528,2022-02-15 01:14:07
50,16,99,150,4,44636,
51,16,121,138,1,582,2022-02-12 00:14:07
52,16,132,188,4,27913,2022-02-11 01:14:07
53,16,47,405,3,13170,2022-02-13 19:14:07
54,17,69,571,4,29273,
55,17,40,319,2,12393,
56,17,90,455,4,34105,2022-04-19 19:52:20
57,18,47,571,4,12701,2024-04-06 21:40:23
58,18,163,313,4,29498,2024-04-15 11:40:23
59,18,101,504,3,8698,2024-04-13 03:40:23
60,18,68,553,2,43637,2024-04-08 06:40:23
61,19,73,150,4,47109,2024-10-26 12:55:26
62,19,47,470,2,10645,2024-10-21 21:55:26
63,20,166,294,4,9007,2024-08-29 04:12:37
64,20,86,270,2,47960,2024-08-27 20:12:37
65,20,47,23,2,12362,2024-08-29 12:12:37
66,20,68,287,4,35314,
67,20,5,314,1,794,
68,21,159,596,2,29301,2024-12-02 13:12:37
69,21,171,326,4,22676,2024-11-27 17:12:37
70,21,116,470,3,51107,2024-11-28 01:12:37
71,21,93,199,2,53479,2024-11-28 06:12:37
72,21,33,306,3,17771,
73,22,54,177,4,16346,
74,23,168,540,3,52762,2023-08-28 19:30:28
75,23,73,163,4,44558,
76,23,177,423,2,40987,2023-08-25 23:30:28
77,23,127,512,3,12321,2023-08-29 22:30:28
78,23,13,372,3,29257,2023-08-31 12:30:28
79,24,180,158,4,13160,
80,24,170,86,2,45365,
81,24,149,3,1,16970,2022-05-23 00:56:52
82,24,18,527,4,39161,2022-05-22 14:56:52
83,25,167,405,2,19068,
84,25,22,443,2,42442,2024-06-10 17:53:05
85,25,166,217,4,9622,
86,25,82,372,3,883,
87,26,86,478,3,47606,2022-12-27 13:17:35
88,26,116,10,2,51597,2022-12-28 01:17:35
89,26,171,576,3,18681,
90,26,77,52,1,3484,2022-12-29 14:17:35
91,27,163,57,4,25595,2022-07-20 15:08:05
92,28,49,279,4,51372,2022-06-22 06:46:38
93,28,170,161,2,43936,2022-06-21 15:46:38
94,28,92,152,3,31302,2022-06-18 09:46:38
95,29,50,314,2,45261,2023-02-20 01:49:32
96,29,157,25,3,4036,2023-02-19 05:49:32
97,29,30,29,2,14251,
98,29,49,105,1,53639,
99,29,147,252,3,44858,2023-02-18 17:49:32
100,30,119,210,3,28759,2022-07-06 02:07:00
101,30,55,128,4,413,
102,30,89,235,1,20896,2022-07-06 03:07:00
103,30,154,357,4,6953,2022-07-05 15:07:00
104,31,9,243,3,18368,2023-08-29 02:29:15
105,31,47,55,2,12251,2023-09-04 07:29:15
106,31,13,441,3,34373,2023-08-30 21:29:15
107,31,15,38,1,21228,2023-09-05 01:29:15
108,32,158,443,4,34032,2022-10-19 07:56:17
109,32,93,39,3,56102,2022-10-19 05:56:17
110,32,47,23,3,11698,2022-10-19 08:56:17
111,32,105,160,2,44579,2022-10-14 23:56:17
112,32,41,82,4,7180,
113,33,53,404,1,49376,2023-12-14 10:52:05
114,33,15,302,1,21808,2023-12-09 02:52:05
115,33,148,528,2,28582,2023-12-15 19:52:05
116,34,160,275,1,28048,2025-01-07 12:38:10
117,34,174,169,3,17460,2025-01-06 13:38:10
118,35,64,424,3,31035,2022-11-04 23:25:53
119,35,112,313,4,46666,2022-11-06 16:25:53
120,35,69,571,3,28817,
121,35,147,420,3,47613,2022-11-12 12:25:53
122,35,75,575,3,39373,2022-11-06 02:25:53
123,36,118,47,1,30252,2022-09-16 10:07:42
124,36,99,427,1,36610,2022-09-19 03:07:42
125,37,7,313,1,27686,2023-11-23 23:47:34
126,37,106,324,2,23681,
127,38,57,242,2,27791,
128,39,88,120,4,14133,2023-03-26 17:17:25
129,39,176,533,1,47611,
130,39,143,405,4,20822,2023-03-27 19:17:25
131,39,129,467,3,25742,2023-03-21 23:17:25
132,40,78,260,2,4328,2024-04-05 05:43:39
133,40,141,29,1,4455,
134,40,57,376,4,23764,
135,40,86,168,4,48756,2024-04-01 04:43:39
136,40,134,470,2,22737,
137,41,81,242,3,55167,2023-01-18 05:00:03
138,41,42,312,4,5695,
139,41,94,102,3,41989,
140,41,93,373,3,54216,
141,42,111,242,4,7524,2024-11-06 08:47:03
142,42,16,38,1,46491,
143,42,146,184,4,5517,2024-11-06 00:47:03
144,43,32,65,2,34567,
145,43,55,391,4,340,2023-04-06 01:29:35
146,43,127,134,3,12019,2023-04-10 15:29:35
147,44,70,113,1,19677,
148,44,58,272,4,43732,
149,44,35,14,1,37121,
150,44,151,340,1,26294,2022-12-31 23:37:48
151,45,142,427,2,45259,2024-03-05 20:07:52
152,45,26,242,2,15577,
153,45,1,324,3,318,2024-03-04 12:07:52
154,45,180,158,2,15637,
155,45,135,561,4,34907,
156,46,14,433,1,5882,2024-01-01 09:43:19
157,46,40,427,1,12413,
158,47,47,252,4,11772,
159,48,115,530,1,18063,2024-03-19 06:01:27
160,48,163,597,2,24098,
161,48,68,134,2,41395,2024-03-20 06:01:27
162,49,40,498,2,12385,2024-08-11 10:55:47
163,49,17,169,3,45544,2024-08-08 15:55:47
164,49,108,457,2,36486,2024-08-15 07:55:47
165,49,121,138,4,616,
166,49,47,340,2,10247,2024-08-11 23:55:47
167,50,80,165,4,11650,
168,51,177,527,1,47712,
169,51,64,199,4,29800,2023-01-08 09:10:09
170,51,33,184,3,17231,2023-01-10 03:10:09
171,52,17,528,4,52371,2022-11-24 11:21:43
172,52,122,143,4,21073,
173,52,22,45,3,38436,2022-11-23 21:21:43
174,52,106,384,2,28380,2022-11-24 20:21:43
175,52,101,314,3,7652,2022-11-23 09:21:43
176,53,76,38,1,11683,2022-08-23 08:47:27
177,53,43,3,4,22940,2022-08-18 22:47:27
178,54,117,8,1,37431,2023-04-07 07:06:58
179,54,96,424,4,53229,
180,54,10,71,3,28586,2023-04-01 12:06:58
181,55,123,175,2,2593,2024-04-20 11:14:29
182,55,68,221,4,32903,
183,55,81,148,1,51274,
184,55,10,74,3,32879,2024-04-20 23:14:29
185,55,14,457,3,5263,2024-04-11 18:14:29
186,56,14,17,4,5945,
187,56,122,250,4,16895,2022-10-24 22:32:02
188,56,15,29,3,22227,2022-10-22 21:32:02
189,56,164,252,3,37186,2022-10-26 18:32:02
190,56,79,511,1,4157,2022-10-23 03:32:02
191,57,84,376,2,38282,2022-11-24 23:35:04
192,57,45,52,2,5107,2022-11-25 06:35:04
193,57,45,566,4,4266,2022-11-23 20:35:04
194,58,134,175,4,18455,
195,58,153,470,3,26829,2023-09-06 14:21:48
196,58,25,350,1,44692,2023-09-05 14:21:48
197,58,139,493,2,19182,
198,58,115,47,3,18041,2023-09-08 21:21:48
199,59,83,294,1,49367,2023-05-07 16:54:13
200,59,154,344,2,5946,2023-05-03 18:54:13
201,59,113,538,4,51113,
202,60,124,13,2,7395,2023-09-06 00:35:24
203,60,164,472,3,44519,2023-09-04 21:35:24
204,60,111,455,4,8379,2023-09-02 01:35:24
205,60,155,237,1,48386,2023-09-03 13:35:24
206,61,106,53,1,25179,2023-01-11 16:49:34
207,61,46,57,3,39813,2023-01-11 05:49:34
208,61,24,305,1,471,2023-01-11 12:49:34
209,62,21,324,4,50180,2024-05-14 19:59:49
210,62,37,480,3,33947,2024-05-10 22:59:49
211,63,61,314,3,2397,2022-08-25 06:48:19
212,63,60,375,2,12613,
213,63,132,295,4,28187,2022-08-22 15:48:19
214,63,166,139,4,8751,
215,63,38,224,3,51023,2022-08-23 09:48:19
216,64,171,71,2,17137,2022-07-01 07:58:23
217,64,175,555,4,50582,2022-07-04 19:58:23
218,65,30,350,3,12940,2023-07-02 06:54:02
219,65,166,294,1,7760,2023-06-28 01:54:02
220,66,38,317,4,55117,
221,66,20,280,3,8022,2024-02-01 09:53:13
222,66,70,6,1,19231,2024-01-31 08:53:13
223,66,61,267,2,3063,
224,67,91,298,3,43819,
225,67,47,421,1,12634,2025-01-02 07:10:16
226,67,35,184,4,42789,2024-12-27 18:10:16
227,68,4,555,4,1375,
228,68,107,189,3,28278,2024-11-09 19:11:18
229,69,168,434,4,53170,2022-03-05 16:02:52
230,69,149,387,4,14627,2022-03-02 02:02:52
231,70,40,512,1,12842,
232,70,18,73,4,38019,
233,70,9,361,1,21335,2023-03-19 01:23:19
234,70,118,47,2,23773,2023-03-20 12:23:19
235,71,74,305,2,6650,2023-09-30 19:30:12
236,72,14,235,3,5243,2023-01-02 09:51:37
237,72,122,537,3,16901,
238,72,124,235,2,7348,
239,72,14,235,4,5315,2023-01-06 21:51:37
240,73,118,499,2,25629,2022-04-18 08:43:59
241,73,59,319,1,29615,2022-04-15 18:43:59
242,73,137,498,2,43914,2022-04-19 09:43:59
243,73,136,134,1,34345,
244,73,127,557,1,13169,2022-04-09 21:43:59
245,74,40,578,2,11875,2022-02-16 13:56:18
246,74,97,3,2,9992,2022-02-12 12:56:18
247,74,62,253,2,21876,2022-02-13 01:56:18
248,75,114,259,2,49094,2023-12-17 20:32:34
249,75,27,528,3,23818,2023-12-16 11:32:34
250,76,12,528,4,45950,2022-06-01 12:29:55
251,77,60,138,3,15576,2023-09-09 22:38:52
252,77,32,467,1,35609,
253,77,121,138,2,519,
254,78,50,16,2,47609,
255,78,155,237,3,39380,2023-11-21 23:55:27
256,78,137,499,3,51865,2023-11-25 23:55:27
257,78,27,169,3,26449,2023-11-21 01:55:27
258,79,6,395,3,13925,
259,79,24,459,2,528,2023-09-11 03:38:39
260,79,163,210,1,24621,2023-09-13 09:38:39
261,79,42,312,2,5446,2023-09-05 16:38:39
262,79,100,361,4,6714,2023-09-08 19:38:39
263,80,34,5,4,3777,
264,80,159,2,1,30982,2024-09-06 19:37:59
265,80,122,420,1,19225,
266,81,180,39,3,16495,
267,81,153,375,1,25616,
268,81,120,16,2,26925,2023-12-16 00:50:30
269,82,87,323,4,48983,
270,82,171,278,1,21308,2023-08-13 11:33:25
271,82,73,405,2,41298,2023-08-17 07:33:25
272,82,42,199,4,5790,2023-08-10 15:33:25
273,83,63,209,3,50694,2022-06-27 12:55:21
274,83,122,86,1,17526,2022-06-26 08:55:21
275,84,19,598,1,28174,2023-03-11 05:09:10
276,85,64,304,3,29499,2024-12-24 02:41:32
277,85,134,543,3,20303,2024-12-16 11:41:32
278,85,143,242,3,24595,2024-12-23 16:41:32
279,85,34,258,2,3669,2024-12-15 22:41:32
280,85,88,19,2,13110,2024-12-18 20:41:32
281,86,66,441,2,14232,2024-03-26 00:59:19
282,87,33,87,1,15077,2022-11-26 10:27:49
283,87,138,55,3,41232,2022-12-02 18:27:49
284,87,31,293,2,22342,
285,88,21,66,3,47925,
286,88,81,504,2,48115,
287,88,70,295,2,16305,2023-06-13 06:24:09
288,88,79,19,2,5189,2023-06-12 10:24:09
289,88,122,150,4,18585,2023-06-06 11:24:09
290,89,157,183,2,3511,2022-05-10 13:27:57
291,89,9,243,1,21539,2022-05-14 08:27:57
292,89,180,57,3,15680,
293,89,129,53,2,22249,2022-05-13 05:27:57
294,89,164,352,4,40979,
295,90,13,456,1,35413,2022-09-22 12:15:30
296,90,111,455,3,8008,
297,90,179,171,1,13774,
298,91,147,189,2,50388,2024-07-18 08:10:19
299,91,8,419,3,50401,
300,91,143,486,3,21699,2024-07-14 12:10:19
301,91,141,1,2,5397,2024-07-19 03:10:19
302,91,1,411,4,272,2024-07-16 00:10:19
303,92,45,326,4,4488,2024-01-28 22:03:45
304,92,14,459,1,5205,2024-01-25 10:03:45
305,93,101,256,4,8532,2024-06-25 07:02:44
306,94,131,309,2,19204,2022-10-21 22:43:36
307,94,102,17,4,23638,2022-10-20 00:43:36
308,94,124,53,3,6552,2022-10-19 08:43:36
309,94,137,171,1,45765,
310,94,31,415,3,23987,2022-10-15 07:43:36
311,95,4,57,1,1131,2022-05-08 15:45:09
312,95,149,45,4,13857,
313,95,56,71,2,36010,2022-05-07 23:45:09
314,95,12,469,1,48259,2022-05-07 01:45:09
315,96,170,199,4,50002,2022-10-13 06:24:53
316,96,148,391,3,29598,2022-10-07 12:24:53
317,97,128,209,4,6585,2024-11-20 21:49:00
318,97,113,573,2,41062,
319,97,19,326,1,27841,2024-11-22 03:49:00
320,97,16,270,3,44122,2024-11-24 01:49:00
321,98,50,218,1,49102,2022-01-26 21:00:35
322,98,53,14,1,40014,
323,98,175,555,3,57773,2022-01-30 07:00:35
324,98,92,150,2,26919,2022-01-27 16:00:35
325,99,140,2,2,10417,2023-08-17 16:28:53
326,99,54,312,1,17109,
327,99,20,499,2,7732,2023-08-21 06:28:53
328,99,15,571,1,23258,2023-08-22 16:28:53
329,99,17,80,3,52209,2023-08-20 23:28:53
330,100,51,375,4,17480,
331,100,69,540,2,28684,
332,100,163,313,2,24829,2024-08-04 10:32:47
333,100,29,62,4,45126,
334,100,155,237,3,44777,2024-08-11 07:32:47
335,101,6,395,1,11990,2024-10-22 07:54:11
336,102,46,535,2,31913,
337,102,48,350,1,32577,2024-02-12 11:43:02
338,102,16,270,2,42413,2024-02-14 21:43:02
339,102,97,469,4,11674,
340,103,80,309,1,11992,2024-09-12 23:14:45
341,103,110,443,2,35648,2024-09-13 18:14:45
342,103,53,427,1,39712,
343,103,180,57,3,15333,2024-09-10 07:14:45
344,103,11,19,4,46265,2024-09-18 14:14:45
345,104,113,573,1,48186,2023-07-12 07:53:26
346,104,103,305,4,38850,
347,104,61,188,3,2783,2023-07-12 09:53:26
348,105,88,167,3,11382,2024-09-05 19:28:33
349,105,73,455,2,42594,2024-08-30 19:28:33
350,106,89,9,2,20904,2024-11-28 21:15:27
351,106,87,66,4,48238,
352,106,156,457,2,49652,
353,106,114,512,2,45706,2024-11-20 07:15:27
354,106,130,189,3,17739,2024-11-25 19:15:27
355,107,26,242,2,14660,2024-01-30 03:58:53
356,107,82,55,1,929,2024-01-29 14:58:53
357,107,130,576,4,17254,2024-01-25 22:58:53
358,107,160,259,1,26560,2024-01-24 06:58:53
359,108,71,312,1,40584,2022-12-28 02:35:06
360,108,116,470,1,53201,2022-12-27 12:35:06
361,108,129,467,3,20335,2022-12-29 11:35:06
362,109,118,13,1,23729,
363,110,115,160,4,19952,2022-02-09 14:32:12
364,110,64,493,4,35775,2022-02-12 16:32:12
365,110,70,2,1,17805,
366,110,68,40,4,42389,2022-02-07 04:32:12
367,111,90,443,1,33041,2024-08-20 18:40:01
368,111,92,555,1,32767,
369,112,58,162,1,51734,2024-03-06 18:58:52
370,113,59,478,1,30688,2024-01-01 22:55:50
371,113,88,19,4,12964,2024-01-02 22:55:50
372,113,148,597,3,27001,2023-12-29 02:55:50
373,113,158,253,2,32478,2023-12-30 16:55:50
374,114,69,361,1,28156,2022-02-01 16:26:05
375,115,60,89,2,15507,2023-09-12 21:54:15
376,115,166,305,4,8149,
377,115,176,500,3,51598,
378,115,38,224,1,50144,2023-09-20 09:54:15
379,115,156,511,2,42003,2023-09-15 05:54:15
380,116,48,433,2,31593,2024-03-02 05:24:31
381,116,105,135,2,43899,2024-02-24 07:24:31
382,116,138,92,2,38239,2024-03-02 10:24:31
383,116,42,406,3,6210,2024-03-02 03:24:31
384,116,133,384,2,46909,2024-03-01 19:24:31
385,117,26,167,3,14482,
386,117,56,349,3,31782,2024-07-16 16:59:11
387,118,117,242,4,40849,
388,118,163,210,3,26056,
389,118,78,177,3,4339,
390,118,167,130,1,15038,2024-10-30 08:56:16
391,119,163,89,3,24230,2022-01-25 06:26:09
392,119,101,379,2,8267,2022-01-27 03:26:09
393,119,84,376,4,38282,
394,119,123,45,1,3013,2022-01-20 05:26:09
395,120,44,210,4,10028,2022-10-12 15:09:52
396,120,145,561,2,45695,2022-10-13 17:09:52
397,120,21,243,1,49048,2022-10-06 12:09:52
398,121,19,272,4,26202,
399,121,153,155,2,28470,
400,121,64,561,2,36220,2024-10-25 00:42:01
401,121,117,2,4,45091,2024-10-22 04:42:01
402,121,45,597,4,4183,2024-10-29 18:42:01
403,122,171,224,2,17452,2024-04-21 12:48:15
404,122,102,584,1,23918,
405,123,31,512,1,22645,2024-05-08 11:58:18
406,123,13,258,3,37922,2024-05-09 18:58:18
407,123,59,217,3,31652,2024-05-05 18:58:18
408,124,17,57,4,48861,
409,124,168,39,1,50066,
410,124,141,486,2,4463,2024-09-15 01:13:09
411,125,165,576,1,44531,
412,126,101,314,1,8817,2024-07-15 01:34:55
413,126,32,528,3,33394,2024-07-10 00:34:55
414,126,48,365,4,39100,
415,126,35,163,3,33607,2024-07-06 05:34:55
416,127,87,191,2,58000,
417,127,136,344,4,29726,2023-01-17 13:46:04
418,127,136,267,3,36299,2023-01-17 19:46:04
419,128,161,265,3,25497,
420,128,103,387,1,39748,
421,129,31,469,1,22458,
422,129,53,530,1,45812,2023-05-08 18:29:30
423,129,141,566,1,5881,
424,129,163,313,2,27307,2023-05-11 02:29:30
425,129,156,152,4,42194,
426,130,84,419,3,30773,2023-06-18 12:30:53
427,130,158,511,4,32782,2023-06-18 21:30:53
428,130,65,583,1,35018,2023-06-17 01:30:53
429,130,100,65,4,8498,
430,131,150,319,4,16558,2022-04-06 23:06:15
431,131,65,188,4,30243,2022-04-01 04:06:15
432,131,92,313,4,30298,2022-04-06 06:06:15
433,131,132,2,1,29098,2022-03-29 23:06:15
434,131,31,163,3,19570,
435,132,9,321,3,22703,2022-08-12 19:16:56
436,132,36,305,2,7459,2022-08-15 15:16:56
437,132,103,584,1,39494,2022-08-14 13:16:56
438,133,154,188,2,6103,2024-02-11 11:14:08
439,134,95,82,4,57024,2022-01-15 20:30:12
440,135,53,427,4,46351,
441,136,166,379,4,9523,2023-01-07 02:53:45
442,136,161,57,3,25571,
443,136,122,39,1,18686,
444,137,117,64,1,38245,
445,137,9,57,4,21437,
446,137,148,411,2,24140,
447,137,113,573,3,49263,2024-03-20 17:51:59
448,137,70,19,2,20514,2024-03-12 07:51:59
449,138,94,267,2,45399,2022-03-21 09:28:29
450,138,36,47,1,9028,2022-03-21 21:28:29
451,138,53,535,3,40738,2022-03-25 22:28:29
452,139,169,349,2,40964,2023-12-16 01:09:08
453,139,130,478,4,14617,2023-12-18 21:09:08
454,139,72,19,3,31307,2023-12-19 21:09:08
455,139,51,144,3,18915,2023-12-17 16:09:08
456,140,180,457,2,15280,2022-12-05 04:09:43
457,141,18,147,2,35685,
458,141,70,184,4,18822,2022-04-20 05:01:22
459,141,116,575,4,58157,2022-04-16 00:01:22
460,142,113,573,3,52617,
461,142,56,351,3,35715,
462,142,96,566,2,52873,2024-05-27 01:19:14
463,142,139,511,3,17683,2024-05-23 10:19:14
464,142,12,182,3,43529,2024-05-22 14:19:14
465,143,15,498,3,24283,
466,143,5,86,1,635,2022-07-01 00:42:56
467,143,132,3,2,29458,2022-06-27 19:42:56
468,144,9,321,2,23498,
469,145,162,199,3,45548,2022-09-10 05:23:19
470,145,44,17,2,11259,2022-09-07 12:23:19
471,145,66,121,4,12037,
472,145,177,533,4,49237,
473,146,32,260,3,32508,2023-02-26 10:47:08
474,146,23,155,2,35695,2023-02-18 09:47:08
475,147,158,78,4,28828,2024-04-22 21:26:00
476,147,74,480,4,6918,2024-04-26 08:26:00
477,148,92,555,2,29210,
478,149,42,312,3,5623,2024-05-17 12:27:48
479,149,134,543,3,19455,2024-05-19 11:27:48
480,149,67,275,2,14388,2024-05-18 14:27:48
481,149,114,235,3,40984,2024-05-21 01:27:48
482,150,26,514,1,15402,2023-12-16 01:28:46
483,151,12,87,2,47246,
484,151,131,443,4,23371,2024-02-05 19:47:16
485,151,111,375,2,7739,2024-02-04 20:47:16
486,152,39,500,4,5429,
487,152,46,535,2,37623,2024-03-03 12:32:42
488,152,63,8,4,42675,
489,152,71,553,2,40281,2024-03-06 02:32:42
490,152,58,344,2,47882,2024-02-28 23:32:42
491,153,78,224,1,3928,2023-05-17 08:24:30
492,154,119,313,4,26264,2023-03-24 12:44:26
493,155,105,357,4,45721,
494,156,16,372,4,44299,2024-10-25 11:57:23
495,156,114,174,1,48961,2024-10-27 15:57:23
496,156,110,144,3,37812,2024-10-31 02:57:23
497,156,80,530,3,12776,
498,157,93,337,2,50635,
499,157,127,171,3,13487,2022-05-10 00:47:16
500,157,114,275,1,50495,
501,157,110,314,1,39707,
502,157,73,143,1,46031,2022-05-16 03:47:16
503,158,8,52,2,51606,
504,159,136,553,4,34850,
505,159,104,443,1,32377,2022-11-03 21:49:40
506,160,73,48,2,40162,2023-12-22 20:10:46
507,160,92,150,4,33580,
508,160,98,340,2,8709,
509,160,118,305,1,26722,2023-12-27 22:10:46
510,160,147,374,4,43143,2023-12-23 12:10:46
511,161,48,29,4,38417,2023-11-17 01:05:45
512,161,51,375,4,17757,2023-11-16 16:05:45
513,161,160,555,1,28047,2023-11-12 09:05:45
514,161,69,375,1,33676,2023-11-11 19:05:45
515,162,111,160,4,7989,2023-04-05 12:35:03
516,162,179,217,1,11185,
517,163,179,443,1,12929,2024-06-14 04:02:13
518,164,171,17,4,21649,
519,164,26,242,3,15167,2022-10-21 17:26:55
520,164,59,280,4,35703,2022-10-22 09:26:55
521,164,4,74,2,1228,2022-10-29 14:26:55
522,164,70,19,1,17047,2022-10-28 00:26:55
523,165,177,528,2,50371,2022-06-01 00:34:07
524,166,123,278,4,2565,2022-10-02 11:58:33
525,166,16,263,2,46461,2022-10-07 13:58:33
526,167,74,578,3,8212,2022-01-31 14:32:03
527,167,143,17,1,22235,2022-02-06 07:32:03
528,167,84,376,3,37869,2022-02-03 08:32:03
529,167,170,595,2,45127,2022-02-01 20:32:03
530,167,114,235,2,39474,2022-02-03 16:32:03
531,168,135,217,3,30272,2024-07-01 01:15:34
532,168,39,504,1,5457,2024-07-05 05:15:34
533,168,48,543,2,33121,2024-07-05 04:15:34
534,168,109,102,1,15846,2024-07-04 01:15:34
535,169,27,553,4,20820,
536,169,175,421,1,43473,
537,169,176,65,3,52168,2023-01-23 01:31:42
538,170,3,130,1,417,2022-08-15 20:25:06
539,171,172,357,2,32134,
540,171,54,39,2,15908,2024-07-23 07:57:13
541,172,95,287,1,50045,2023-01-18 02:21:23
542,172,179,40,3,11719,2023-01-17 09:21:23
543,172,121,182,4,522,
544,172,133,78,4,38507,2023-01-22 00:21:23
545,172,92,411,1,28689,
546,173,121,182,4,523,2023-07-28 18:10:48
547,173,68,243,4,41896,2023-07-24 23:10:48
548,173,176,575,2,57700,2023-07-27 10:10:48
549,173,39,349,2,5078,2023-08-02 01:10:48
550,174,167,361,2,16052,2023-09-23 18:01:35
551,175,123,78,1,3160,2023-05-12 13:12:10
552,176,162,472,1,47710,
553,176,132,6,2,29605,2023-11-26 15:34:04
554,176,167,379,4,16570,
555,176,90,455,3,29729,
556,177,59,210,3,31679,
557,177,121,152,2,603,
558,177,98,441,2,7220,
559,178,73,48,4,48574,
560,178,158,92,4,30889,2023-07-20 03:26:21
561,178,165,80,3,47617,2023-07-16 17:26:21
562,179,65,188,2,29501,2024-02-20 00:38:46
563,179,122,592,4,19781,2024-02-27 13:38:46
564,179,99,311,1,39286,2024-02-19 13:38:46
565,180,42,199,2,6210,2024-01-31 18:48:15
566,180,10,247,1,27460,2024-02-08 00:48:15
567,181,138,92,1,36163,
568,181,147,420,4,42083,2023-11-02 14:47:33
